area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,price_per_sqft
built-up  area,ready to move,hebbal,2 bhk,diaveic,1075.0,2.0,0.0,52.0,2.0,4837.209302325581
super built-up  area,ready to move,green view layout,2 bhk,makeser,1108.0,2.0,1.0,48.0,2.0,4332.129963898917
built-up  area,ready to move,ananth nagar,2 bhk,no society,810.0,2.0,1.0,25.5,2.0,3148.1481481481483
super built-up  area,ready to move,gopalkrishna nagar,2 bhk,mjarlpe,1155.0,2.0,1.0,65.0,2.0,5627.705627705628
super built-up  area,ready to move,rajaji nagar,6 bhk,no society,3900.0,6.0,3.0,260.0,6.0,6666.666666666667
super built-up  area,ready to move,rajaji nagar,3 bhk,no society,2367.0,3.0,3.0,375.0,3.0,15842.839036755386
super built-up  area,ready to move,sarjapur  road,3 bhk,sjityaz,1550.0,2.0,2.0,98.0,3.0,6322.580645161291
super built-up  area,ready to move,babusapalaya,2 bhk,no society,1100.0,2.0,2.0,38.0,2.0,3454.5454545454545
super built-up  area,ready to move,kanakpura road,3 bhk,jrrnauv,1452.0,3.0,3.0,54.2,3.0,3732.7823691460053
super built-up  area,ready to move,kothanur,2 bhk,no society,1141.0,2.0,2.0,54.0,2.0,4732.690622261174
super built-up  area,ready to move,hosur rmain road,3 bhk,no society,1464.0,3.0,2.0,56.0,3.0,3825.136612021858
super built-up  area,ready to move,hanumanth nagar,3 bhk,saersel,1500.0,3.0,3.0,67.49,3.0,4499.333333333333
super built-up  area,ready to move,anekal,1 bhk,no society,456.0,1.0,1.0,15.0,1.0,3289.4736842105262
plot  area,ready to move,ramamurthy nagar,4 bedroom,no society,1200.0,4.0,1.0,125.0,4.0,10416.666666666666
super built-up  area,ready to move,thigalarapalya,4 bhk,prtanha,3122.0,6.0,2.0,245.0,4.0,7847.533632286995
built-up  area,ready to move,horamavu agara,2 bhk,no society,760.0,2.0,2.0,37.49,2.0,4932.894736842105
plot  area,ready to move,koramangala,6 bedroom,no society,2400.0,6.0,0.0,480.0,6.0,20000.0
built-up  area,ready to move,electronic city,2 bhk,mavanru,800.0,2.0,2.0,32.0,2.0,4000.0
super built-up  area,ready to move,choodasandra,2 bhk,grlpank,1180.0,2.0,1.0,71.22,2.0,6035.593220338983
carpet  area,ready to move,kaggadasapura,2 bhk,chisea,775.0,2.0,2.0,29.5,2.0,3806.451612903226
super built-up  area,ready to move,sarjapur  road,2 bhk,usquaya,1145.0,2.0,2.0,49.5,2.0,4323.144104803493
super built-up  area,ready to move,konappana agrahara,2 bhk,no society,1060.0,2.0,1.0,42.5,2.0,4009.433962264151
super built-up  area,ready to move,cooke town,4 bhk,no society,3900.0,5.0,2.0,415.0,4.0,10641.02564102564
super built-up  area,19-sep,yelahanka new town,3 bhk,no society,1420.0,2.0,1.0,75.0,3.0,5281.69014084507
super built-up  area,ready to move,bhoganhalli,4 bhk,pride s,2439.0,4.0,3.0,190.0,4.0,7790.077900779008
super built-up  area,19-dec,hoodi,2 bhk,caycend,1111.0,2.0,1.0,49.43,2.0,4449.1449144914495
built-up  area,ready to move,jeevan bima nagar,2 bedroom,no society,984.0,2.0,2.0,125.0,2.0,12703.252032520326
super built-up  area,ready to move,begur road,2 bhk,dhalsh,1200.0,2.0,2.0,42.0,2.0,3500.0
super built-up  area,18-oct,bannerghatta road,2 bhk,dsnjh s,1247.0,2.0,1.0,47.39,2.0,3800.3207698476344
super built-up  area,ready to move,7th phase jp nagar,2 bhk,brnia g,1050.0,2.0,1.0,77.47,2.0,7378.0952380952385
super built-up  area,ready to move,devanahalli,3 bhk,no society,1550.0,3.0,1.0,85.0,3.0,5483.870967741936
super built-up  area,ready to move,7th phase jp nagar,2 bhk,briummi,1270.0,2.0,1.0,80.0,2.0,6299.212598425197
super built-up  area,18-apr,balagere,2 bhk,soresea,1012.0,2.0,1.0,65.0,2.0,6422.924901185771
super built-up  area,ready to move,electronic city,2 bhk,shncy r,970.0,2.0,2.0,34.0,2.0,3505.1546391752577
super built-up  area,18-feb,thanisandra,2 bhk,bhmesy,933.0,2.0,1.0,55.0,2.0,5894.962486602358
plot  area,18-aug,sarjapur,3 bedroom,icaryan,1200.0,3.0,2.0,76.13,3.0,6344.166666666667
super built-up  area,ready to move,dodda nekkundi extension,2 bhk,alecone,1148.0,2.0,2.0,69.0,2.0,6010.452961672474
super built-up  area,ready to move,7th phase jp nagar,3 bhk,vasta c,1463.0,2.0,1.0,61.45,3.0,4200.273410799727
super built-up  area,ready to move,jakkur plantation,3 bhk,reicace,1719.0,3.0,2.0,110.0,3.0,6399.069226294358
super built-up  area,19-dec,whitefield,2 bhk,oreldhi,1350.0,2.0,1.0,88.0,2.0,6518.518518518518
built-up  area,ready to move,kaggadasapura,3 bhk,foncyre,1250.0,2.0,2.0,47.0,3.0,3760.0
plot  area,ready to move,mahalakshmi layout,9 bedroom,no society,4320.0,7.0,2.0,821.0,9.0,19004.62962962963
built-up  area,ready to move,lakshminarayana pura,2 bhk,rothava,1200.0,2.0,1.0,75.0,2.0,6250.0
built-up  area,ready to move,whitefield,2 bhk,niborik,1030.0,2.0,2.0,44.0,2.0,4271.844660194175
super built-up  area,ready to move,rajasree layout,3 bhk,itbhaa,1420.0,3.0,3.0,70.0,3.0,4929.577464788732
plot  area,ready to move,ramagondanahalli,5 bedroom,adion a,9600.0,6.0,1.0,1800.0,5.0,18750.0
super built-up  area,19-jul,kanakpura road,3 bhk,soazak,1703.0,3.0,2.0,126.0,3.0,7398.7081620669405
super built-up  area,ready to move,old madras road,2 bhk,brglede,1210.0,2.0,1.0,80.0,2.0,6611.570247933884
super built-up  area,ready to move,horamavu banaswadi,2 bhk,no society,1210.0,2.0,1.0,50.0,2.0,4132.231404958678
plot  area,18-aug,veer sandra,4 bedroom,thessie,3000.0,4.0,3.0,264.0,4.0,8800.0
super built-up  area,ready to move,chikkadunnasandra,3 bhk,krz 2 q,1398.0,3.0,0.0,51.0,3.0,3648.068669527897
super built-up  area,ready to move,nagavarapalya,2 bhk,goeenes,1335.0,2.0,3.0,110.0,2.0,8239.700374531834
super built-up  area,ready to move,hennur,2 bhk,shateor,1255.0,2.0,1.0,52.32,2.0,4168.924302788844
super built-up  area,18-apr,babusapalaya,3 bhk,no society,1213.0,2.0,1.0,36.37,3.0,2998.3511953833467
super built-up  area,ready to move,raja rajeshwari nagar,2 bhk,grrvagr,1240.0,2.0,2.0,42.04,2.0,3390.3225806451615
super built-up  area,ready to move,yelahanka,2 bhk,ncarkna,1076.0,2.0,1.0,78.0,2.0,7249.07063197026
built-up  area,ready to move,3rd block hrbr layout,2 bhk,icncy r,1320.0,2.0,3.0,90.0,2.0,6818.181818181818
super built-up  area,19-mar,whitefield,2 bhk,prtates,1216.0,2.0,1.0,80.0,2.0,6578.9473684210525
super built-up  area,ready to move,thanisandra,2 bhk,menueno,1100.0,2.0,2.0,42.0,2.0,3818.181818181818
super built-up  area,19-mar,thanisandra,2 bhk,bhe 2ko,1183.0,2.0,1.0,77.3,2.0,6534.234995773458
super built-up  area,20-jan,balagere,1 bhk,soresea,656.0,1.0,1.0,38.77,1.0,5910.0609756097565
super built-up  area,19-dec,sarjapur  road,1 bhk,daivon,534.0,1.0,1.0,19.65,1.0,3679.775280898876
super built-up  area,ready to move,shikaripalya,3 bhk,gkowsea,1285.0,2.0,2.0,45.0,3.0,3501.9455252918287
super built-up  area,ready to move,hegde nagar,3 bhk,soisoca,2087.01,4.0,2.0,135.0,3.0,6468.584242528785
built-up  area,18-dec,"off sarjapur road,",2 bhk,no society,1161.0,2.0,1.0,59.0,2.0,5081.82601205857
built-up  area,ready to move,begur,2 bhk,arntyi,1306.0,2.0,3.0,65.0,2.0,4977.029096477795
super built-up  area,22-may,jakkur,4 bhk,soinec,2249.81,4.0,2.0,245.0,4.0,10889.808472715475
built-up  area,ready to move,tata nagar,3 bhk,karchru,1504.0,3.0,2.0,67.0,3.0,4454.787234042553
super built-up  area,18-may,balagere,1 bhk,soresea,645.0,1.0,1.0,39.0,1.0,6046.511627906977
plot  area,ready to move,esther enclave layout,2 bedroom,no society,1230.0,2.0,0.0,68.0,2.0,5528.455284552845
built-up  area,ready to move,hebbal,2 bhk,no society,1100.0,2.0,2.0,42.0,2.0,3818.181818181818
super built-up  area,ready to move,yelahanka,1 bhk,no society,1000.0,1.0,0.0,14.0,1.0,1400.0
super built-up  area,18-jun,sadaramangala,2 bhk,maade p,1260.0,2.0,1.0,62.0,2.0,4920.6349206349205
built-up  area,ready to move,ambalipura,3 bhk,no society,1817.0,3.0,3.0,102.0,3.0,5613.648871766648
super built-up  area,19-jan,kodihalli,4 bhk,priesla,3626.0,5.0,3.0,785.0,4.0,21649.20022062879
super built-up  area,18-apr,basavangudi,2 bhk,no society,1180.0,2.0,3.0,124.0,2.0,10508.474576271186
built-up  area,ready to move,kr puram,2 bhk,esnamth,1050.0,2.0,2.0,55.0,2.0,5238.0952380952385
plot  area,ready to move,whitefield,4 bedroom,mintare,2900.0,4.0,3.0,225.0,4.0,7758.620689655172
built-up  area,ready to move,kasavanhalli,3 bedroom,no society,2110.0,4.0,3.0,120.0,3.0,5687.203791469195
built-up  area,ready to move,mysore road,1 bhk,no society,500.0,1.0,1.0,17.5,1.0,3500.0
super built-up  area,ready to move,murugeshpalya,3 bhk,no society,1930.0,3.0,3.0,75.0,3.0,3886.0103626943005
plot  area,ready to move,harappanahalli,4 bedroom,nioutar,4560.0,5.0,2.0,430.0,4.0,9429.82456140351
super built-up  area,ready to move,mahadevpura,3 bhk,maourit,1505.0,3.0,2.0,64.0,3.0,4252.491694352159
super built-up  area,ready to move,ananth nagar,2 bhk,no society,890.0,2.0,1.0,27.0,2.0,3033.7078651685392
plot  area,19-jan,anekal,2 bedroom,no society,1200.0,1.0,1.0,36.0,2.0,3000.0
super built-up  area,18-dec,gunjur palya,2 bhk,no society,849.0,2.0,2.0,25.4,2.0,2991.7550058892816
plot  area,ready to move,chikka tirupathi,3 bedroom,no society,1555.0,3.0,1.0,100.0,3.0,6430.868167202572
carpet  area,ready to move,kr puram,2 bhk,shionya,1057.0,2.0,2.0,30.0,2.0,2838.2213812677387
super built-up  area,ready to move,7th phase jp nagar,3 bhk,eladero,1680.0,3.0,2.0,122.0,3.0,7261.9047619047615
built-up  area,ready to move,samethanahalli,2 bhk,spontna,799.0,2.0,1.0,35.0,2.0,4380.475594493117
built-up  area,ready to move,sarjapur  road,3 bhk,no society,1450.0,2.0,1.0,75.0,3.0,5172.413793103448
super built-up  area,18-dec,sarjapur  road,3 bhk,klark l,1819.0,3.0,2.0,100.0,3.0,5497.526113249038
super built-up  area,ready to move,kanakpura road,2 bhk,no society,1135.0,2.0,1.0,56.74,2.0,4999.1189427312775
super built-up  area,ready to move,hsr layout,3 bhk,puontfa,2020.0,3.0,2.0,160.0,3.0,7920.792079207921
super built-up  area,ready to move,vinayaka layout,5 bhk,v htsji,2700.0,4.0,2.0,170.0,5.0,6296.2962962962965
super built-up  area,18-jan,hosa road,3 bhk,pamesy,1730.0,3.0,2.0,72.6,3.0,4196.531791907514
built-up  area,ready to move,dasarahalli,3 bhk,sooneoo,1950.0,3.0,2.0,125.0,3.0,6410.25641025641
super built-up  area,ready to move,thirumalashettyhally,2 bhk,srcha s,1077.0,2.0,1.0,34.46,2.0,3199.6285979572885
super built-up  area,ready to move,brookefield,3 bhk,stide b,1706.0,3.0,2.0,115.0,3.0,6740.914419695194
built-up  area,ready to move,new gurappana palya,5 bhk,no society,3000.0,4.0,0.0,300.0,5.0,10000.0
super built-up  area,ready to move,channasandra,2 bhk,unm 2el,1093.0,2.0,1.0,37.0,2.0,3385.1784080512352
super built-up  area,ready to move,ambalipura,4 bhk,no society,2750.0,4.0,2.0,142.0,4.0,5163.636363636364
super built-up  area,18-feb,whitefield,2 bhk,brlisco,1340.0,2.0,1.0,101.0,2.0,7537.313432835821
super built-up  area,18-nov,sarjapur  road,2 bhk,asastde,984.0,2.0,1.0,59.0,2.0,5995.934959349594
super built-up  area,ready to move,aecs layout,2 bhk,dsutyng,1135.0,2.0,2.0,68.0,2.0,5991.1894273127755
plot  area,18-dec,bannerghatta road,4 bedroom,putere,2400.0,4.0,1.0,344.0,4.0,14333.333333333334
super built-up  area,ready to move,varthur,2 bhk,mkllei,1155.0,2.0,2.0,39.0,2.0,3376.6233766233768
super built-up  area,ready to move,kaggalipura,1 bhk,baowsig,700.0,1.0,0.0,35.0,1.0,5000.0
super built-up  area,ready to move,horamavu agara,2 bhk,maows m,1150.0,2.0,1.0,42.0,2.0,3652.1739130434785
super built-up  area,ready to move,hormavu,3 bhk,arureig,1385.0,2.0,1.0,69.25,3.0,5000.0
super built-up  area,ready to move,akshaya nagar,3 bhk,hiahsla,2061.0,4.0,2.0,175.0,3.0,8491.02377486657
super built-up  area,ready to move,kathriguppe,3 bhk,no society,1335.0,2.0,3.0,73.43,3.0,5500.374531835207
super built-up  area,ready to move,bellandur,2 bhk,goner c,1015.0,2.0,1.0,60.0,2.0,5911.330049261083
built-up  area,ready to move,banashankari stage iii,6 bedroom,no society,3000.0,6.0,2.0,150.0,6.0,5000.0
super built-up  area,ready to move,electronic city,2 bhk,prarkun,1108.0,2.0,1.0,63.0,2.0,5685.9205776173285
super built-up  area,ready to move,frazer town,2 bhk,no society,1180.0,2.0,1.0,105.0,2.0,8898.305084745763
super built-up  area,18-sep,hennur road,3 bhk,maity w,1445.0,2.0,1.0,83.0,3.0,5743.9446366782
super built-up  area,ready to move,vasanthapura,2 bhk,no society,1500.0,2.0,2.0,65.0,2.0,4333.333333333333
super built-up  area,18-jun,kr puram,2 bhk,mcnexva,1085.0,2.0,1.0,46.5,2.0,4285.714285714285
super built-up  area,ready to move,rachenahalli,2 bhk,no society,1050.0,2.0,2.0,52.08,2.0,4960.0
plot  area,ready to move,kadugodi,4 bedroom,no society,2760.0,4.0,2.0,290.0,4.0,10507.246376811594
built-up  area,ready to move,sarjapura - attibele road,3 bhk,no society,1330.0,2.0,1.0,49.0,3.0,3684.2105263157896
plot  area,18-may,ramagondanahalli,2 bedroom,no society,845.0,2.0,1.0,45.82,2.0,5422.485207100592
super built-up  area,18-mar,kadugodi,3 bhk,alestrb,1762.0,3.0,3.0,112.0,3.0,6356.413166855846
super built-up  area,ready to move,ambalipura,2 bhk,dimes e,1303.0,2.0,2.0,80.0,2.0,6139.677666922486
super built-up  area,ready to move,banagiri nagar,3 bhk,no society,1560.0,2.0,2.0,125.0,3.0,8012.820512820513
super built-up  area,19-jan,chandapura,3 bhk,suvue s,1110.0,2.0,2.0,29.97,3.0,2700.0
super built-up  area,18-may,doddabanahalli,3 bhk,no society,1290.0,3.0,2.0,45.33,3.0,3513.953488372093
super built-up  area,ready to move,bannerghatta road,2 bhk,loals p,1237.5,2.0,0.0,49.49,2.0,3999.191919191919
super built-up  area,18-mar,9th phase jp nagar,3 bhk,hmigond,1780.0,3.0,2.0,88.0,3.0,4943.820224719101
super built-up  area,ready to move,budigere,3 bhk,pritytr,1636.0,3.0,2.0,83.0,3.0,5073.349633251833
built-up  area,18-may,hennur,4 bedroom,asoilul,2557.0,2.0,2.0,170.0,4.0,6648.4161126319905
built-up  area,ready to move,sector 2 hsr layout,2 bhk,dshtsow,1332.0,2.0,2.0,101.0,2.0,7582.582582582582
super built-up  area,ready to move,sadashiva nagar,5 bhk,no society,7500.0,5.0,2.0,1500.0,5.0,20000.0
built-up  area,ready to move,kodbisanhalli,2 bhk,seityen,1012.0,2.0,2.0,59.0,2.0,5830.0395256917
super built-up  area,ready to move,kengeri,2 bhk,reunee,1192.0,2.0,2.0,53.5,2.0,4488.255033557047
super built-up  area,ready to move,abbigere,2 bhk,sltias,795.0,2.0,1.0,32.54,2.0,4093.0817610062895
super built-up  area,ready to move,uttarahalli,2 bhk,no society,1213.0,2.0,2.0,48.0,2.0,3957.131079967024
super built-up  area,ready to move,sarjapur  road,3 bhk,coleoen,1489.0,3.0,2.0,88.0,3.0,5910.006715916723
super built-up  area,ready to move,sarjapur,2 bhk,ahownve,1200.0,2.0,2.0,62.0,2.0,5166.666666666667
super built-up  area,18-jul,electronic city phase ii,2 bhk,no society,1140.0,2.0,2.0,28.5,2.0,2500.0
super built-up  area,18-apr,devanahalli,3 bhk,brrds o,1200.0,2.0,1.0,55.08,3.0,4590.0
super built-up  area,18-aug,ananth nagar,2 bhk,no society,1200.0,2.0,1.0,36.0,2.0,3000.0
plot  area,ready to move,vidyaranyapura,5 bedroom,no society,2640.0,6.0,1.0,225.0,5.0,8522.727272727272
super built-up  area,ready to move,bannerghatta road,3 bhk,no society,1650.0,3.0,1.0,94.0,3.0,5696.969696969697
plot  area,ready to move,bharathnagar,2 bedroom,no society,1245.0,2.0,1.0,120.0,2.0,9638.55421686747
super built-up  area,ready to move,ardendale,2 bhk,awharde,1224.0,2.0,2.0,67.0,2.0,5473.856209150327
super built-up  area,18-aug,gunjur,2 bhk,bmineis,1235.0,2.0,2.0,52.76,2.0,4272.064777327935
super built-up  area,ready to move,yelenahalli,2 bhk,no society,1200.0,2.0,2.0,45.6,2.0,3800.0
built-up  area,ready to move,yelahanka,3 bhk,ncs 2rj,1342.0,2.0,2.0,75.0,3.0,5588.673621460507
built-up  area,ready to move,tc palaya,2 bhk,gilomsh,1800.0,2.0,2.0,80.0,2.0,4444.444444444444
plot  area,ready to move,rajaji nagar,4 bedroom,no society,2440.0,2.0,0.0,415.0,4.0,17008.196721311477
super built-up  area,ready to move,abbigere,2 bhk,sltias,1130.0,2.0,1.0,46.33,2.0,4100.0
built-up  area,ready to move,somasundara palya,2 bhk,manceel,1186.0,2.0,3.0,72.0,2.0,6070.826306913997
super built-up  area,ready to move,hennur,2 bhk,shateor,1295.0,2.0,1.0,64.0,2.0,4942.084942084942
super built-up  area,ready to move,kudlu gate,3 bhk,srier p,1535.0,3.0,2.0,85.0,3.0,5537.459283387622
super built-up  area,ready to move,bannerghatta road,2 bhk,snity s,905.0,2.0,1.0,65.0,2.0,7182.32044198895
super built-up  area,18-jul,bhoganhalli,2 bhk,rosha i,1447.0,2.0,1.0,75.97,2.0,5250.172771250864
super built-up  area,ready to move,hormavu,2 bhk,nadhian,1165.0,2.0,1.0,40.0,2.0,3433.4763948497853
super built-up  area,19-jul,kanakpura road,2 bhk,soazak,1328.0,2.0,2.0,107.0,2.0,8057.22891566265
super built-up  area,ready to move,gandhi bazar,3 bhk,no society,1485.0,2.0,3.0,110.0,3.0,7407.407407407408
super built-up  area,ready to move,uttarahalli,3 bhk,no society,1475.0,2.0,3.0,59.0,3.0,4000.0
super built-up  area,ready to move,vidyaranyapura,2 bhk,aurisa,1175.0,2.0,2.0,35.0,2.0,2978.723404255319
super built-up  area,ready to move,thigalarapalya,2 bhk,prtanha,1245.0,2.0,2.0,100.0,2.0,8032.128514056225
super built-up  area,20-nov,rachenahalli,2 bhk,asnowre,985.0,2.0,1.0,49.97,2.0,5073.096446700508
plot  area,ready to move,koramangala,5 bedroom,no society,4000.0,5.0,0.0,800.0,5.0,20000.0
super built-up  area,ready to move,hoskote,3 bhk,vriewke,1395.0,2.0,2.0,63.0,3.0,4516.129032258064
super built-up  area,21-dec,hoodi,1 bhk,goairej,711.0,1.0,0.0,42.65,1.0,5998.5935302391
super built-up  area,18-apr,electronic city,1 bhk,prarkun,630.0,1.0,1.0,40.5,1.0,6428.571428571428
super built-up  area,ready to move,ms pallya,4 bhk,no society,2400.0,4.0,1.0,88.0,4.0,3666.6666666666665
super built-up  area,ready to move,gottigere,2 bhk,no society,1170.0,2.0,2.0,40.0,2.0,3418.803418803419
super built-up  area,ready to move,marathahalli,4 bhk,prionad,2500.0,5.0,2.0,181.0,4.0,7240.0
super built-up  area,ready to move,gubbalala,2 bhk,no society,1100.0,2.0,2.0,49.5,2.0,4500.0
super built-up  area,18-mar,hulimavu,4 bhk,vapasrk,3560.0,5.0,3.0,318.0,4.0,8932.58426966292
plot  area,ready to move,margondanahalli,2 bedroom,no society,900.0,2.0,0.0,55.0,2.0,6111.111111111111
built-up  area,18-dec,bommasandra industrial area,2 bhk,no society,1160.0,2.0,1.0,33.51,2.0,2888.793103448276
super built-up  area,18-jan,varthur,2 bhk,muistry,1180.0,2.0,2.0,55.0,2.0,4661.016949152542
super built-up  area,21-jan,tumkur road,3 bhk,sapus s,1441.0,2.0,1.0,95.0,3.0,6592.64399722415
super built-up  area,ready to move,channasandra layout,2 bhk,aconyit,1115.0,2.0,1.0,50.0,2.0,4484.304932735426
super built-up  area,ready to move,yeshwanthpur,3 bhk,goandn,1825.0,3.0,2.0,145.0,3.0,7945.2054794520545
carpet  area,ready to move,challaghatta,2 bhk,no society,1489.0,2.0,0.0,101.0,2.0,6783.075889858966
super built-up  area,ready to move,defence colony,4 bhk,no society,2800.0,4.0,3.0,365.0,4.0,13035.714285714286
super built-up  area,ready to move,subramanyapura,3 bhk,prldsri,1278.0,3.0,2.0,62.71,3.0,4906.885758998435
super built-up  area,ready to move,subramanyapura,3 bhk,no society,1223.0,2.0,2.0,42.81,3.0,3500.408830744072
super built-up  area,ready to move,hormavu,2 bhk,no society,1065.0,2.0,1.0,50.92,2.0,4781.220657276996
super built-up  area,ready to move,whitefield,2 bhk,pae 1ov,1190.0,2.0,1.0,64.0,2.0,5378.151260504202
super built-up  area,22-jun,koramangala,2 bhk,no society,1130.0,2.0,2.0,63.0,2.0,5575.221238938053
super built-up  area,18-apr,banashankari,2 bhk,bregae,1430.0,2.0,2.0,87.8,2.0,6139.8601398601395
built-up  area,ready to move,hrbr layout,4 bhk,aples m,1900.0,3.0,1.0,90.0,4.0,4736.8421052631575
super built-up  area,ready to move,sarjapur  road,2 bhk,dslessp,1104.0,2.0,1.0,34.22,2.0,3099.6376811594205
super built-up  area,ready to move,begur road,2 bhk,dhalsh,1240.0,2.0,2.0,45.88,2.0,3700.0
built-up  area,ready to move,choodasandra,2 bhk,grlpank,1140.0,2.0,2.0,62.0,2.0,5438.596491228071
super built-up  area,ready to move,haralur road,2 bhk,no society,1194.0,2.0,2.0,47.0,2.0,3936.348408710218
super built-up  area,ready to move,kudlu main road,3 bhk,no society,1464.0,3.0,2.0,56.0,3.0,3825.136612021858
super built-up  area,ready to move,sarjapur,4 bhk,prldsum,3508.0,6.0,2.0,425.0,4.0,12115.165336374002
super built-up  area,ready to move,kr puram,3 bhk,keuresi,1700.0,3.0,3.0,105.0,3.0,6176.470588235294
super built-up  area,18-dec,old airport road,4 bhk,jaades,2658.0,5.0,3.0,189.0,4.0,7110.609480812641
super built-up  area,ready to move,canara bank colony,3 bhk,dencyre,1600.0,2.0,1.0,90.0,3.0,5625.0
super built-up  area,ready to move,ombr layout,4 bhk,no society,3400.0,4.0,2.0,275.0,4.0,8088.235294117647
super built-up  area,18-apr,reliaable tranquil layout,3 bhk,sariana,1508.0,3.0,1.0,75.0,3.0,4973.474801061008
built-up  area,18-jan,balagere,1 bhk,soresea,645.0,1.0,1.0,41.0,1.0,6356.589147286822
super built-up  area,ready to move,hormavu,2 bhk,no society,1046.0,2.0,1.0,60.0,2.0,5736.137667304015
built-up  area,ready to move,5th block jayanagar,1 bedroom,no society,1500.0,1.0,1.0,300.0,1.0,20000.0
built-up  area,ready to move,mahalakshmi puram,6 bedroom,no society,3000.0,6.0,3.0,300.0,6.0,10000.0
super built-up  area,18-may,hosa road,2 bhk,sstusan,1079.0,2.0,1.0,32.37,2.0,2999.9999999999995
super built-up  area,ready to move,thubarahalli,2 bhk,soowsa,975.0,2.0,1.0,50.0,2.0,5128.205128205128
built-up  area,ready to move,isro layout,2 bhk,foinade,1050.0,2.0,1.0,51.0,2.0,4857.142857142857
super built-up  area,ready to move,"jayanagar,",3 bhk,no society,1903.0,3.0,2.0,165.0,3.0,8670.520231213874
super built-up  area,ready to move,asthagrama layout,2 bhk,no society,1200.0,2.0,2.0,38.0,2.0,3166.6666666666665
super built-up  area,ready to move,avalahalli,4 bhk,sohea a,2996.0,4.0,3.0,200.0,4.0,6675.567423230975
built-up  area,ready to move,manayata tech park,4 bhk,no society,3400.0,4.0,2.0,200.0,4.0,5882.35294117647
plot  area,ready to move,whitefield,4 bedroom,proaksi,2000.0,4.0,1.0,312.0,4.0,15600.0
plot  area,ready to move,jigani,4 bedroom,no society,1453.0,4.0,1.0,160.0,4.0,11011.699931176876
super built-up  area,ready to move,parappana agrahara,2 bhk,no society,1092.0,2.0,2.0,43.0,2.0,3937.7289377289376
super built-up  area,ready to move,hormavu,2 bhk,syavuho,1400.0,2.0,0.0,75.0,2.0,5357.142857142857
super built-up  area,ready to move,bommanahalli,3 bhk,rerelve,1416.0,2.0,1.0,85.0,3.0,6002.824858757062
built-up  area,ready to move,iti layout,3 bhk,bmityre,1602.0,2.0,1.0,75.0,3.0,4681.647940074907
super built-up  area,ready to move,electronic city,2 bhk,music c,1100.0,2.0,1.0,41.0,2.0,3727.2727272727275
super built-up  area,ready to move,kothanur,3 bhk,somumys,1760.0,3.0,2.0,110.0,3.0,6250.0
super built-up  area,ready to move,marathahalli,4 bhk,puerari,3800.0,4.0,3.0,235.0,4.0,6184.210526315789
super built-up  area,ready to move,vasanthapura,2 bhk,no society,1037.0,2.0,1.0,36.28,2.0,3498.553519768563
super built-up  area,ready to move,yeshwanthpur,3 bhk,ibityin,1384.0,2.0,2.0,76.18,3.0,5504.3352601156075
super built-up  area,22-jan,vajarahalli,1 bhk,no society,551.0,1.0,1.0,30.0,1.0,5444.64609800363
plot  area,ready to move,7th phase jp nagar,1 bedroom,no society,500.0,1.0,0.0,70.0,1.0,14000.0
super built-up  area,18-apr,sarjapur,2 bhk,snityve,900.0,2.0,2.0,27.98,2.0,3108.8888888888887
plot  area,ready to move,anandapura,3 bedroom,no society,1415.0,2.0,1.0,74.0,3.0,5229.681978798587
super built-up  area,18-mar,rajarajesheari nagar,2 bhk,no society,1400.0,2.0,1.0,44.8,2.0,3200.0
built-up  area,ready to move,millers road,3 bhk,no society,2850.0,4.0,3.0,460.0,3.0,16140.350877192983
built-up  area,ready to move,kudlu,2 bhk,mjinala,1030.0,2.0,2.0,75.0,2.0,7281.553398058252
built-up  area,ready to move,kambipura,2 bhk,prrtht,883.0,2.0,1.0,39.0,2.0,4416.761041902605
super built-up  area,ready to move,celebrity paradise layout,1 bhk,no society,550.0,1.0,1.0,16.0,1.0,2909.090909090909
super built-up  area,ready to move,anjanapura,4 bhk,no society,1800.0,4.0,2.0,55.0,4.0,3055.5555555555557
plot  area,ready to move,yemlur,5 bedroom,epllan,10000.0,5.0,2.0,1950.0,5.0,19500.0
super built-up  area,ready to move,old madras road,2 bhk,brglede,1210.0,2.0,1.0,77.0,2.0,6363.636363636364
plot  area,ready to move,vishveshwarya layout,4 bedroom,no society,2000.0,3.0,0.0,90.0,4.0,4500.0
super built-up  area,21-oct,kanakpura road,3 bhk,prarepa,1100.0,3.0,1.0,58.0,3.0,5272.727272727273
super built-up  area,ready to move,lavakusha nagar,3 bhk,no society,1780.0,3.0,1.0,100.0,3.0,5617.9775280898875
built-up  area,ready to move,panathur,2 bhk,no society,1050.0,2.0,2.0,60.0,2.0,5714.285714285715
super built-up  area,ready to move,hosur road,3 bhk,collsrn,1370.0,3.0,3.0,38.36,3.0,2800.0
super built-up  area,ready to move,marathahalli,4 bhk,puerari,3951.0,4.0,3.0,230.0,4.0,5821.311060491015
super built-up  area,ready to move,bellandur,3 bhk,bhreeba,2500.0,4.0,2.0,112.0,3.0,4480.0
built-up  area,ready to move,sri venkateshpura layout,2 bhk,no society,1050.0,2.0,1.0,49.5,2.0,4714.285714285715
super built-up  area,ready to move,anjanapura,3 bhk,no society,1843.0,3.0,1.0,87.54,3.0,4749.864351600651
plot  area,ready to move,3rd block banashankari,4 bedroom,no society,1200.0,4.0,1.0,175.0,4.0,14583.333333333334
